,userId,Reputation,Views,UpVotes,DownVotes
444,601,13478,1286,283,17
445,603,10647,1225,683,49
446,605,108,3,4,0
447,606,101,0,0,0
448,608,138,18,4,0
449,609,691,113,44,1
450,612,1,1,0,0
451,613,101,0,0,0
452,614,305,34,7,0
453,615,379,51,163,49
454,616,26,6,0,0
455,617,101,0,9,0
456,618,101,2,0,0
457,621,101,1,22,0
458,624,121,6,0,0
459,626,101,3,0,0
460,629,133,9,0,0
461,631,101,1,0,0
462,632,202,38,69,0
463,633,101,2,0,0
464,634,426,47,8,0
465,635,146,3,1,0
466,636,1,0,0,0
467,637,118,6,25,0
468,638,241,13,2,0
469,640,101,1,0,0
470,641,1,0,0,0
471,642,23,0,0,0
472,643,251,31,13,0
473,644,28,16,2,0
474,646,111,5,26,1
475,647,141,19,14,0
476,648,101,0,0,0
477,650,230,42,45,0
478,652,158,6,0,0
479,653,1,4,0,0
480,656,2320,203,1273,7
481,660,286,37,16,3
482,665,58,3,5,0
483,666,1855,105,71,0
484,667,406,56,11,0
485,668,101,12,2,0
486,669,101,1,0,0
487,671,101,4,9,0
488,672,111,8,1,0
489,676,101,9,0,0
490,677,101,0,2,0
491,679,336,15,0,0
492,681,101,0,4,0
493,682,101,1,0,0
494,683,101,1,0,0
495,684,186,16,8,0
496,685,1,0,0,0
497,686,44152,7357,2156,82
498,687,26,0,0,0
499,689,101,0,0,0
500,690,121,7,5,0
501,691,1,1,0,0
502,692,101,0,0,0
503,696,2282,182,136,18
504,697,176,18,57,2
505,698,113,2,2,0
506,700,101,0,0,0
507,701,101,0,0,0
508,702,424,37,34,2
509,703,101,0,0,0
510,704,577,64,51,0
511,705,121,1,3,0
512,706,101,0,0,0
513,707,101,57,10,0
514,708,101,0,1,0
515,710,101,0,0,0
516,711,101,0,0,0
517,713,6,3,0,0
518,714,101,0,0,0
519,715,101,0,0,0
520,716,1,4,0,0
521,717,101,0,0,0
522,718,101,1,0,0
523,719,101,0,0,0
524,720,101,0,0,0
525,721,121,3,7,0
526,722,113,1,1,0
527,723,101,0,0,0
528,724,101,1,0,0
529,725,101,0,0,0
530,726,185,9,24,0
531,727,101,1,0,0
532,728,101,0,0,0
533,729,136,10,1,0
534,732,151,9,1,0
535,733,101,2,0,0
536,734,101,8,1,0
537,735,101,0,4,0
538,736,101,1,0,0
539,737,93,3,1,0
540,738,131,8,6,0
541,739,106,9,2,0
542,740,305,92,41,2
543,741,262,20,6,0
544,742,101,0,0,0
545,743,235,13,26,0
546,744,101,1,0,0
547,745,101,1,0,0
548,746,101,0,2,0
549,747,143,4,3,0
550,748,101,0,0,0
551,749,292,35,6,0
552,751,101,0,0,0
553,753,101,34,3,0
554,754,101,0,0,0
555,755,101,0,0,0
556,760,168,13,13,0
557,762,48,7,1,0
558,764,101,0,1,0
559,765,86,11,0,0
560,767,66,9,1,0
561,768,101,7,1,0
562,770,139,13,61,0
563,771,101,1,0,0
564,772,101,1,0,0
565,774,101,0,1,0
566,775,436,24,5,0
567,776,1895,312,225,1
568,777,101,0,0,0
569,778,311,36,49,0
570,779,103,0,1,1
571,780,101,0,1,0
572,781,566,78,9,1
573,782,141,0,5,0
574,785,101,1,0,0
575,786,101,1,0,0
576,787,111,3,2,0
577,789,151,11,2,0
578,791,123,8,20,0
579,793,101,0,0,0
580,795,5606,967,1547,8
581,797,101,1,0,0
582,798,101,0,1,0
583,799,103,7,0,0
584,800,244,18,15,0
585,801,111,6,3,0
586,802,101,2,0,0
587,803,118,13,0,0
588,805,65272,5680,7035,143
589,806,111,3,0,0
590,807,123,5,14,0
591,808,101,8,27,0
592,809,116,6,0,0
593,812,628,98,215,2
594,813,101,0,2,0
595,814,101,0,0,0
596,816,101,0,0,0
597,819,101,0,0,0
598,821,101,1,0,0
599,822,101,0,0,0
600,823,101,1,0,0
601,825,138,7,1,0
602,826,101,0,0,0
603,827,262,22,6,0
604,828,101,0,0,0
605,829,101,0,0,0
606,830,830,174,148,0
607,831,101,1,0,0
608,833,21,0,0,0
609,834,136,45,8,0
610,835,176,12,36,0
611,836,101,2,0,0
612,838,101,0,6,0
613,839,101,1,0,0
614,840,259,63,19,1
615,842,101,5,24,0
616,844,101,1,0,0
617,845,597,46,22,0
618,846,101,3,0,0
619,847,591,67,15,0
620,850,193,9,10,0
621,851,1075,77,11,1
622,852,21,7,0,0
623,855,101,2,0,0
624,856,51,1,0,0
625,857,101,6,0,0
626,858,2834,434,333,24
627,861,130,12,2,0
628,862,531,90,2,0
629,865,101,1,0,0
630,866,1,3,0,0
631,867,11,1,0,0
632,869,131,3,1,0
633,870,257,13,7,0
634,871,101,2,3,0
635,872,128,5,5,0
636,873,451,27,0,0
637,876,123,8,4,0
638,877,101,8,1,0
639,878,101,4,0,0
640,879,101,0,2,0
641,880,88,7,0,0
642,881,1118,62,6,2
643,882,101,6,5,0
644,884,101,3,0,0
645,887,18187,1660,230,4
646,888,315,21,8,0
647,890,155,66,23,0
648,891,101,14,0,0
649,892,2772,207,167,2
650,894,101,0,0,0
651,899,101,0,0,0
652,900,1054,87,221,0
653,901,101,2,11,0
654,902,101,0,0,0
655,903,128,14,4,0
656,906,101,2,0,0
657,909,171,4,3,0
658,911,101,0,0,0
659,912,101,0,0,0
660,913,262,27,3,0
661,914,159,16,7,0
662,919,87393,20932,11273,779
663,923,101,1,0,0
664,926,101,0,0,0
665,927,21,1,0,0
666,928,101,0,0,0
667,929,101,0,0,0
668,930,31170,5529,10523,214
669,931,101,1,0,0
670,932,101,0,0,0
671,933,118,0,7,0
672,934,101,0,0,0
673,935,101,0,0,0
674,937,115,1,2,0
675,938,171,15,7,0
676,939,131,0,0,0
677,940,101,1,0,0
678,941,101,0,0,0
679,942,151,4,0,0
680,944,126,6,2,0
681,945,123,9,19,0
682,948,101,0,1,0
683,952,14,2,0,0
684,954,101,2,0,0
685,955,101,0,0,0
686,956,218,14,47,1
687,957,135,35,1,0
688,959,326,19,1,0
689,960,101,0,0,0
690,961,620,73,86,3
691,962,43,13,1,0
692,963,101,0,0,0
693,966,1290,137,244,0
694,968,108,3,10,0
695,970,101,1,0,0
696,971,101,0,0,0
697,972,150,9,5,1
698,973,101,3,3,0
699,976,239,20,63,0
700,977,423,65,13,0
701,978,101,0,1,0
702,979,261,31,12,0
703,980,101,1,0,0
704,981,101,1,0,0
705,982,101,2,2,0
706,983,101,0,0,0
707,985,101,15,2,0
708,986,148,8,3,0
709,988,168,61,31,0
710,989,101,2,0,0
711,990,147,46,11,0
712,991,143,5,1,0
713,993,28,1,3,0
714,994,323,65,9,1
715,995,196,10,4,0
716,996,364,68,10,0
717,997,198,25,0,0
718,998,101,0,0,0
719,1000,101,2,1,0
720,1001,111,2,2,0
721,1004,136,6,2,0
722,1005,3679,870,325,0
723,1007,444,264,8,0
724,1010,101,1,0,0
725,1011,191,9,0,0
726,1013,96,18,0,0
727,1014,101,0,0,0
728,1015,101,1,0,0
729,1016,111,1,8,0
730,1017,101,2,13,0
731,1019,119,6,10,0
732,1021,167,4,29,0
733,1024,58,12,0,0
734,1025,136,4,0,0
735,1026,167,10,8,0
736,1027,156,2,4,0
737,1028,360,45,30,2
738,1029,28,2,0,0
739,1030,101,2,0,0
740,1032,101,4,2,0
741,1033,130,8,0,1
742,1034,26,4,0,0
743,1035,106,6,2,0
744,1036,8236,1305,11442,43
745,1040,101,2,0,0
746,1041,101,0,0,0
747,1043,55,37,2,0
748,1047,31,0,2,0
749,1048,468,135,28,0
750,1049,106,6,0,0
751,1050,478,53,39,2
752,1053,101,0,0,0
753,1054,131,5,0,0
754,1056,21,2,0,0
755,1059,101,0,7,0
756,1063,101,0,0,0
757,1064,101,0,1,0
758,1065,111,7,6,0
759,1066,101,10,0,0
760,1068,31,4,0,0
761,1069,101,0,0,0
762,1072,126,6,0,0
763,1073,101,3,0,0
764,1074,101,1,2,0
765,1075,213,28,26,1
766,1076,101,4,18,0
767,1077,444,222,50,0
768,1079,192,33,8,0
769,1080,1597,188,81,1
770,1082,106,11,5,0
771,1083,101,0,1,0
772,1084,276,45,42,1
773,1085,101,2,0,0
774,1087,101,1,0,0
775,1088,38,4,6,0
776,1090,93,16,0,0
777,1091,39,10,1,0
778,1092,101,1,0,0
779,1094,23,5,0,0
780,1098,305,48,69,0
781,1099,1,0,0,0
782,1100,101,1,0,0
783,1101,101,5,4,0
784,1102,329,55,15,0
785,1103,101,1,1,0
786,1104,100,0,10,1
787,1105,296,7,1,0
788,1106,2410,140,202,2
789,1107,506,87,35,1
790,1108,3555,386,347,1
791,1109,101,0,0,0
792,1110,101,1,0,0
793,1112,326,36,24,0
794,1113,101,1,0,0
795,1114,121,9,1,0
796,1115,101,0,0,0
797,1117,195,9,6,0
798,1118,935,278,88,2
799,1119,678,28,10,0
800,1120,113,5,1,0
801,1121,130,10,6,0
802,1122,1544,196,0,0
803,1123,101,0,0,0
804,1124,3000,456,140,7
805,1125,101,0,0,0
806,1126,299,30,9,2
807,1127,148,25,0,0
808,1130,101,1,0,0
809,1131,101,0,0,0
810,1133,3,2,0,0
811,1134,93,31,1,0
812,1135,116,4,0,0
813,1136,101,1,0,0
814,1137,173,4,0,0
815,1138,169,5,15,0
816,1141,148,11,2,0
817,1142,100,48,1,1
818,1144,246,95,30,0
819,1146,1086,189,73,6
820,1147,101,1,2,0
821,1148,66,82,4,0
822,1149,101,0,1,0
823,1150,585,56,25,0
824,1151,101,6,1,0
825,1152,101,1,0,0
826,1153,1,1,0,0
827,1154,386,137,252,3
828,1156,101,0,0,0
829,1157,138,39,10,0
830,1158,33,5,1,0
831,1160,101,0,0,0
832,1161,101,0,0,0
833,1162,101,1,0,0
834,1163,301,43,2,0
835,1164,101,3,2,0
836,1166,101,4,1,0
837,1167,16,5,0,0
838,1169,101,1,0,0
839,1170,101,0,1,0
840,1173,101,1,0,0
841,1178,101,0,0,0
842,1179,101,1,1,0
843,1180,101,0,1,0
844,1181,101,0,0,0
845,1182,101,2,2,0
846,1183,101,0,0,0
847,1185,16,10,0,0
848,1186,101,0,0,0
849,1187,101,2,0,0
850,1189,78,5,3,0
851,1190,101,6,2,0
852,1191,2768,93,260,1
853,1192,101,0,2,0
854,1194,103,0,2,0
855,1195,442,34,13,0
856,1197,108,13,0,0
857,1200,101,1,0,0
858,1201,111,10,1,0
859,1202,101,1,0,0
860,1204,151,3,0,0
861,1205,212,34,11,0
862,1208,148,6,2,0
863,1210,158,26,5,1
864,1211,101,0,0,0
865,1212,187,28,23,0
866,1215,339,40,18,0
867,1216,175,22,0,0
868,1219,353,54,13,2
869,1220,68,7,17,0
870,1224,437,39,5,0
871,1225,111,3,2,0
872,1226,101,1,0,0
873,1227,170,13,1,0
874,1229,526,34,11,0
875,1234,101,0,0,0
876,1238,101,0,0,0
877,1239,101,0,0,0
878,1242,101,1,0,0
879,1244,101,0,0,0
880,1246,101,7,1,0
881,1247,158,8,7,0
882,1248,173,25,2,0
883,1249,101,0,0,0
884,1250,559,47,17,0
885,1251,55,31,8,0
886,1252,101,1,0,0
887,1253,51,2,2,0
888,1255,101,1,1,0
889,1256,111,3,2,0
890,1259,128,14,4,0
891,1260,153,1,0,0
892,1261,188,22,3,0
893,1262,101,0,0,0
894,1265,451,110,19,0
895,1266,186,12,0,0
896,1267,121,10,2,0
897,1268,101,7,1,0
898,1269,101,1,4,0
899,1270,639,83,42,0
900,1271,101,1,0,0
901,1272,21,1,0,0
902,1273,101,33,0,0
903,1276,101,0,1,0
904,1277,1,1,0,0
905,1279,26,19,0,0
906,1280,101,1,0,0
907,1282,101,0,0,0
908,1283,31,7,0,0
909,1284,21,2,0,0
910,1287,133,6,1,0
911,1290,38,30,2,0
912,1291,303,214,15,0
913,1292,101,2,0,0
914,1293,101,0,0,0
915,1294,101,0,0,0
916,1295,101,0,0,0
917,1296,101,0,0,0
918,1297,101,0,0,0
919,1298,101,0,0,0
920,1299,101,2,0,0
921,1300,101,0,1,0
922,1302,101,0,0,0
923,1303,11,2,0,0
924,1305,101,1,0,0
925,1306,101,0,0,0
926,1307,4128,5025,600,10
927,1308,101,1,0,0
928,1309,101,0,0,0
929,1311,101,1,0,0
930,1312,101,0,4,0
931,1313,141,3,1,0
932,1314,76,6,3,0
933,1315,101,3,0,0
934,1316,178,18,2,0
935,1318,101,1,1,0
936,1319,101,2,1,0
937,1320,330,67,73,0
938,1321,101,1,5,0
939,1322,101,0,0,0
940,1323,101,1,14,0
941,1324,36,3,0,0
942,1327,179,26,147,0
943,1328,101,0,0,0
944,1329,1665,335,91,5
945,1330,106,2,0,0
946,1331,101,0,0,0
947,1334,81,6,0,0
948,1336,31,1,0,0
949,1342,106,7,0,0
950,1343,101,58,0,0
951,1344,101,3,3,0
952,1345,101,2,2,0
953,1346,101,0,0,0
954,1347,1775,126,58,0
955,1349,173,36,23,0
956,1351,572,171,185,0
957,1352,5859,783,595,7
958,1354,106,2,0,0
959,1355,286,26,23,0
960,1356,745,129,115,1
961,1357,101,1,3,0
962,1358,1,0,0,0
963,1364,163,9,0,0
964,1366,31,3,0,0
965,1367,101,0,0,0
966,1368,101,10,2,0
967,1371,202,74,15,0
968,1375,101,0,23,0
969,1376,101,6,0,0
970,1377,101,2,1,0
971,1378,327,29,35,0
972,1380,101,1,34,0
973,1381,3533,299,910,34
974,1384,101,0,1,0
975,1387,126,8,0,0
976,1389,262,41,5,0
977,1390,10476,1165,602,34
978,1392,110,22,6,0
979,1393,182,72,9,5
980,1395,172,34,1,0
981,1396,46,1,0,0
982,1397,258,17,2,0
983,1398,101,0,0,0
984,1399,101,1,1,0
985,1400,101,0,0,0
986,1402,101,0,0,0
987,1403,101,14,0,0
988,1409,101,0,0,0
989,1410,16,1,0,0
990,1411,165,5,3,0
991,1413,101,0,2,0
992,1414,139,2,0,0
993,1416,101,0,0,0
994,1417,51,3,1,0
995,1419,101,0,1,0
996,1421,208,10,4,0
997,1422,270,20,8,0
998,1423,101,1,0,0
999,1424,51,1,0,0
1000,1426,101,1,1,0
1001,1434,299,55,18,0
1002,1435,111,16,0,0
1003,1436,443,22,1,0
1004,1437,101,0,1,0
1005,1439,133,26,0,0
1006,1440,101,0,0,0
1007,1441,31,4,0,0
1008,1442,101,0,0,0
1009,1443,672,91,149,0
1010,1445,278,33,41,0
1011,1446,1,3,0,0
1012,1448,111,1,5,0
1013,1451,193,23,4,0
1014,1455,101,1,0,0
1015,1456,265,36,8,0
1016,1457,101,1,0,0
1017,1458,108,26,22,0
1018,1459,143,11,0,0
1019,1460,101,1,0,0
1020,1462,101,0,0,0
1021,1463,123,3,12,0
1022,1464,21,1,0,0
1023,1465,101,0,4,0
1024,1466,114,10,19,1
1025,1467,101,0,0,0
1026,1468,101,0,0,0
1027,1472,101,0,0,0
1028,1474,118,3,6,0
1029,1475,347,12,10,2
1030,1479,41,6,0,0
1031,1480,101,0,0,0
1032,1483,101,1,2,0
1033,1486,101,0,0,0
1034,1487,101,0,0,0
1035,1488,101,2,0,0
1036,1489,141,2,0,0
1037,1490,198,16,1,0
1038,1493,101,0,0,0
1039,1494,101,3,0,0
1040,1495,111,11,0,0
1041,1496,559,114,49,0
1042,1497,131,3,2,0
1043,1498,101,0,0,0
1044,1499,1282,146,189,1
1045,1500,101,0,0,0
1046,1501,181,15,0,0
1047,1503,6,0,0,0
1048,1504,73,5,1,0
1049,1505,121,3,0,0
1050,1508,101,6,0,0
1051,1510,101,0,0,0
1052,1512,148,27,3,0
1053,1513,809,84,12,3
1054,1514,111,22,3,0
1055,1515,232,29,24,0
1056,1516,128,5,1,0
1057,1517,101,3,1,0
1058,1518,101,0,12,0
1059,1520,153,3,2,0
1060,1522,118,4,0,0
1061,1524,101,2,0,0
1062,1525,101,2,0,0
1063,1526,21,13,1,0
1064,1531,234,26,2,0
1065,1533,101,3,3,0
1066,1537,288,30,10,1
1067,1538,370,25,37,0
1068,1539,111,3,0,0
1069,1540,1794,129,70,4
1070,1542,148,36,38,0
1071,1543,101,5,6,0
1072,1545,48,5,1,0
1073,1548,101,0,3,0
1074,1549,1067,93,7,8
1075,1553,156,0,5,0
1076,1555,101,1,0,0
1077,1558,95,6,1,0
1078,1560,101,0,2,0
1079,1563,101,0,0,0
1080,1564,122,19,5,0
1081,1566,355,23,10,0
1082,1569,3015,188,151,2
1083,1571,101,0,3,0
1084,1573,673,162,26,0
1085,1574,118,3,0,0
1086,1576,101,0,2,0
1087,1577,101,4,39,0
1088,1578,101,0,0,0
1089,1580,101,2,1,0
1090,1582,101,0,0,0
1091,1583,352,55,12,4
1092,1585,198,31,0,0
1093,1586,139,7,32,0
1094,1590,101,0,0,0
1095,1591,101,8,32,0
1096,1592,101,0,3,0
1097,1595,106,0,1,0
1098,1596,101,0,0,0
1099,1598,13,2,0,0
1100,1599,101,0,0,0
1101,1600,56,1,1,0
1102,1603,26,9,0,0
1103,1607,131,2,0,0
1104,1609,21,6,0,0
1105,1611,155,7,18,0
1106,1612,101,0,0,0
1107,1614,37,19,29,0
1108,1615,6,1,0,0
1109,1616,101,0,3,0
